주간,일,1,6,14,7,0,광주,하남시,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차
주간,수,1,4,0,0,0,서울,함안군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차
야간,수,1,4,3,0,0,세종,화순군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차
주간,월,2,2,0,0,0,경남,구로구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음
주간,월,1,1,0,0,0,전북,김제시,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자
주간,월,1,19,9,9,0,충북,파주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차
야간,월,1,1,0,0,0,대전,청주시,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자
주간,화,1,1,0,0,0,서울,동작구,차량단독,측면직각충돌,신호위반,교차로,교차로내,화물차,원동기장치자전거
주간,일,1,4,3,0,0,경기,가평군,건널목,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차
주간,금,1,1,0,0,0,경기,부천시,차대차,측면직각충돌,기타(운전자법규위반),불명,교차로내,승합차,이륜차
주간,월,1,1,0,0,0,대전,동구,차량단독,공작물충돌,서행 및 일시정지위반,불명,기타단일로,특수차,없음
야간,목,2,2,0,0,0,충남,보령시,차대사람,공작물충돌,중앙선 침범,고가도로위,기타단일로,승용차,보행자
주간,일,0,159,0,0,0,전북,고창군,차대사람,기타,부당한 회전,교차로,교차로내,건설기계,보행자
주간,일,11,95,1,1,0,서울,은평구,차대차,기타,신호위반,교차로,교차로내,불명,승용차
주간,목,1,46,0,0,0,서울,성동구,차대차,측면충돌,안전운전 의무 불이행,교차로,터널안,자전거,승용차
주간,일,2,16,0,9,1,서울,서초구,차대차,추돌,안전운전 의무 불이행,단일로,교량위,승합차,승용차
주간,화,1,27,37,0,0,경북,의성군,차대차,측면충돌,안전운전 의무 불이행,교차로,기타단일로,승용차,원동기장치자전거
